company_name,website_url,company_description
Novogene (UK) Company Ltd,http://www.novogene.com,"Novogene delivers unsurpassed data quality to support our customers’ research goals. We are a world leader in NGS services, with thousands of employees and multiple locations across the globe. Novogene has strong scientific expertise and experience with 62 NGS-related patents, as well as nearly 20,000 SCI articles with a total impact factor of nearly 120,000, including publications in first tiers journals such as Cell, Nature and Science.  As the largest NGS service provider headquartered in Beijing with branches in Hong Kong China, US, UK, Singapore, Netherlands, and Japan, Novogene was founded in 2011 and has been growing rapidly over the past few years. Novogene has genomic sequencing labs in the US (at The University of California at Davis campus), China, Singapore, and the UK (Cambridge)."
Takara Bio,http://www.takarabio.com,"Takara Bio USA, Inc. (formerly Clontech Laboratories, Inc.), a Takara Bio company, develops, manufactures, and distributes a wide range of life science reagents under the Takara®, Cellartis®, and Clontech® brands. Our products support applications including stem cell research; NGS; gene discovery, regulation, and function studies; protein expression and purification; RNAi and gene editing; and plant and food research."
Precision Antibody,http://precisionantibody.com/,"Precision Antibody is a one-stop-shop for your antibody project needs. Our services range from Antigen Design, Antibody Development, Production and Characterization to Humanization and fully Human Antibody Development. Precision Antibody has consistent fast turnaround, completing projects four to five times faster than our peers, with a success rate of 95%. Since our founding in 2000, Precision Antibody has successfully developed many novel customized antibodies for several thousand projects and have provided our services to leading Pharmaceutical, and Diagnostic Companies, as well as top Federal and Academic Research Institutes all over the World."
Synergy Research,http://www.synergy-cro.com,"At Synergy Research, our primary emphasis is to be an exceptional partner to our clients regardless of the project or task. Our belief is that you must solve for a client’s immediate and current requirements, while striving to address their upcoming needs. Solving problems that are in the ‘here and now’ can be simple, however, the additional high level of partnership we have with our clients enable us to have the foresight to overcome and mitigate obstacles on their horizon."
EPP - Edinburg Pharmaceutical Processes,http://eppltd.com/,At EPP we provide integrated and specialist analytical and development services in chemical and environmental science. Our vast experience and knowledge in analytical and screening work means we understand the subtleties of what you have to deal with to achieve successful product registrations. To complement this we offer an extensive range of GLP physico-chemical testing and our team of highly experience experts can help you to determine the most suitable set of tests to conduct. In addition we are a custom synthesis house specialising in hard to find impurities. Major investment in our Environmental Centre has resulted in a fully GLP compliant facility which is managed and operated by an experienced team of environmental scientists.
National Centre For Nuclear Research Radioisotope Centre POLATOM,https://www.polatom.pl/,"National Centre for Nuclear Reseach Radioisotope Centre POLATOM is a Polish producer and distributor of isotope preparations used in medicine, science, industry and environmental protection. It also conducts research and development works. They are of an application nature and concern radiopharmacy, chemistry and nuclear technology, as well as such scientific disciplines as radiochemistry, biochemistry, and immunology. The result of the research is the development of own technologies implemented by POLATOM."
Tracer Biotechnologies,https://tracerbio.com/,Tracer Biotechnologies is a biotechnology company that offers monitoring services for oncology patients.
Curia,https://curiaglobal.com/,"Curia is a Contract Development and Manufacturing Organization with over 30 years of experience, an integrated network of 29 global sites and over 3,500 employees partnering with customers to make treatments broadly accessible to patients. Our biologics and small molecule offering spans discovery through commercialization, with integrated regulatory and analytical capabilities. Our scientific and process experts and state-of-the-art facilities deliver best-in-class experience across drug substance and drug product manufacturing. From curiosity to cure, we deliver every step to accelerate and sustain life-changing therapeutics."
Exon BioSystems,http://www.exonbio.com,Exonbio is a leading service provider of recombinant proteins and antibodies. The proprietary Single Plasma cell INterrogation (SPIN®) technology can develop monoclonal antibodies supporting global diagnostic companies with high-performance IVD reagent raw materials.
Transnetyx,http://www.transnetyx.com,"Transnetyx is an independent molecular diagnostic laboratory that provides automated research animal genotyping services to the pharmaceutical andacademic research communities. The company was founded in 2000 and is headquartered in Cordova, Tennessee."
Biosystems Immunolab,https://biosys-ilab.com/,Biosystems Immunolab is a biotechnology company engaged in the development of blood-based diagnostics for cancer and chronic diseases.
Retrosynth Enterprises,https://retrosynth.co.in/,"Retrosynth Enterprises active, young and dynamic research based biopharmaceutical company located in Pune. We are committed to provide quality research product and service delivery to comply your project needs in timely, confidential and cost effective manner. We are expert in custom synthesis of carbohydrates, API’s, Drug intermediates, impurities, degradation products, drug metabolites and specialty chemicals. "
Pyxant Labs,http://www.pyxant.com,"Founded in 2000, Pyxant Labs provides innovative bioanalytical solutions for advancing leading-edge and challenging drug development programs fromtranslation through NDA approval. Utilizing high resolution mass spectrometry and traditional LC-MS/MS platforms, the Colorado Springs site is recognized for its fast-turnaround drug discovery services, unique expertise quantitating delivery mechanisms for RNA therapeutics, anticipatory customer service, and superior regulatory compliance."
AmbioPharm,http://www.ambiopharm.com,"AmbioPharm, a global peptide CDMO, was founded in 2005 and is headquartered in North Augusta, South Carolina, USA specializing in developing highly efficient manufacturing processes for peptide-based Active Pharmaceutical Ingredients (APIs) at very small to very large scales. In our manufacturing facilities in South Carolina, USA and Shanghai, China, we manufacture New Chemical Entities (NCEs) and generic peptide APIs under cGMP for clients worldwide. Both facilities have been inspected multiple times by the FDA with excellent outcomes."
Life Science Laboratory,http://lsl-inc.com/,"Life Science Laboratories, Inc. (LSL) is engaged in a wide variety of analytical and consulting services. We are presently involved in environmental analysis, microbiological analysis, environmental forensics analysis, and applied research and development. We also consult with industrial clients to aid in the solution of their problems and conduct audits of facilities to evaluate their compliance with various governmental regulations. "
Provonix,http://www.provonix.com/,"Provonix is a customer focused Contract Research Organization, specializing in Statistical Consulting and Statistical Programming services. Through our strategic partners we also provide support in all data related and reporting aspects of clinical trials including Data Management, Medical Writing, and Pharmacokinetics. We offer our clients a commitment to provide a cost effective means to set up, conduct, and report clinical trials in a timely, and high-quality manner. Provonix also operates as a Functional Service Provider, providing statistics and programming consultants to our pharmaceutical and CRO clients."
RoosterBio Inc,http://www.roosterbio.com/,"RoosterBio, Inc. is a privately held cell manufacturing platform technology company focused on accelerating the development of a sustainable Regenerative Medicine industry, one customer at a time. RoosterBio's products are high-volume, cost-effective, and well-characterized adult human mesenchymal stem/stromal cells (hMSCs) paired with highly engineered media systems. RoosterBio has simplified and standardized how living cells are purchased, expanded, and used in development, leading to marked time and cost savings for customers. RoosterBio's innovative products and collaborative relationships are ushering in a new era of productivity and standardization into the field."
Trademax,http://www.trademaxchem.com,"Trademax offers intermediates, API, herbal extracts, and custom synthesis services."
Symeres,http://www.symeres.com,"Symeres, formerly MercachemSyncom, is the leading mid-sized European contract research organization offering innovative chemistry, medicinal chemistry, ADME/tox, PK, early process research services, and GMP production to accelerate the drug discovery and development process in a flexible and cost-effective way. Symeres also offers integrated drug-discovery services from hit to clinic via multiple-platform strategic alliances under a single MSA."
BIOTYPE GmbH,https://www.biotype.de/en,"BIOTYPE GmbH, a German biotechnology company with over 20 years of history, has successfully positioned itself as a trusted provider of state-of-the-art solutions for molecular diagnostics in Europe. Biotype develops, manufactures, and distributes molecular in-vitro diagnostic kits for the detection and quantification of DNA and RNA-based biomarkers. The assays support diagnosis and therapy in various molecular applications, such as oncology, infectious diseases, forensics, dermatology, and veterinary.  BIOTYPE initially started as a biotechnology company developing molecular diagnostic tests and has grown into a full-service provider offering the complete value chain in molecular in-vitro diagnostics. All our in-house developed tests are multiplex PCR-based and run either on established laboratory platforms or on our proprietary MODAPLEX device.  The MODAPLEX system provides a novel real-time quantification procedure through the unique combination of PCR and simultaneous capillary electrophoresis. This technology enables the examination of up to 50 RNA and DNA markers in a single sample. With little hands-on time and a simple workflow, it allows to detect all types of genetic aberrations.  BIOTYPE’s contract development & manufacturing services cover all challenges from the idea up to the realization of a marketable product. One of our assets is platform and biomarker flexibility, meaning we design and develop molecular diagnostic assays optimized to customer needs, ranging from a prototype via RUO to CE-IVD.  The company's goal is to provide customers, such as laboratories, pharmaceutical, and diagnostic companies, with quality and robust molecular diagnostic tools and services."
Novasyn Organics,http://www.novasynorganics.com,"Novasyn Organics Pvt. Ltd., an established manufacturer of Pyridine Compounds is specialized in multi-step synthesis of a wide variety of substituted pyridine compounds. The company has been improving our products processes with continuous commitment since its inception. This basic philosophy of continuous improvement has turned out to be instrumental in establishing Quality Excellence reputation for Novasyn in the manufacture of specialty Pyridine Chemicals. Our client list is inclusive of many major pharmaceutical and chemical catalogue companies. We have a skilled team of chemists who are working from a purpose built facility. Besides offering a range of Pyridine molecules, we also offer custom synthesis and also undertake projects tailored to the specific requirements of the customer who are protected by confidentiality agreements where ever appropriate. Novasyn with an extensive production facility also includes R&D laboratory and pilot facility within its main plant. We are specialized in the production of vital pyridine compounds for major prospective drug and agrochemical companies. We have many items available in stock or we can also manufacture to a specific order. Our priority is to provide competitive pricing with short lead times wherever possible. We always welcome enquiries and are ready to assist with any projects leading to scale up and proceed towards stage one. "
TheraIndx Lifesciences,http://www.theraindx.com,"TheraIndx Lifesciences, a leading CRO (Contract Research Organization), is a Preferred Research Partner for the Life Sciences Industry. We offer modular and integrated drug development solutions for pharma and biotech companies across the globe. We participate in R&D programs ranging from hit identification, hit to lead, lead optimization, and preclinical development. We collaborate in partner friendly business models such as Risk sharing, Stand alone, deferred payment options. "
Lipidomix,https://www.lipidomix.de/,"Targeted Lipidomics for basic and clinical research. Active lipid mediators play important roles in physiological and pathological processes like inflammation, pain and fever. They are also implicated in the pathogenesis of various diseases, including cardiovascular diseases, cancer and neurodegenerative diseases.  In addition to their roles in inflammation and tissue repair, active lipid mediators also play important roles in other biological processes such as cell growth and differentiation, neurotransmission, and immune regulation.  We analyze these mediators for clinical research and basic academic research to get reproducible and validated results."
Noah Technologies Corporation,https://www.noahtech.com,"Noah Chemicals is a manufacturer of high purity and high technology chemicals for research and production. Originally established in 1978 in Farmingdale NY, the company moved to San Antonio in 1988 to expand the manufacturing capabilities and product portfolio. This allowed for larger scale production verses the laboratory quantities the company was originally founded on. Now 45+ years later Noah Chemicals has become an important partner, creating custom products used in new technologies. Noah is certified to ISO 9001-2015 and all material is produced under strict quality control. This certification assures our customers we are dedicated to the quality of our products and service.  The most modern methods of production and analysis are utilized. The chemicals and metals are available in various purities and particle sizes and can be supplied in laboratory and/or bulk quantities. We also offer custom synthesis and have a technical staff available to work with you on your requirements."
GaloreTx,https://www.galoretx.com,GaloreTx® is a Bangalore-India based specialized biotech focused on developing peptide and peptide-based therapies.
ACS DOBFAR,http://www.acsdobfar.it,"We are a privately held Italian company founded in 1973. We are a fully integrated manufacturer of Cephalosporin, Carbapenem and Penicillin APIs as well as Finished Dosage Formulations (Solid and Injectable). We export our products to MORE than 100 countries all over the world.  Our production sites, most of them regularly inspected by EUROPEAN AND USA AUTHORITIES (FDA), have strict Quality Standards and our R&D Know-how make us a leading company.  Our Commitment: to work in the present while concentrating on the future, because on markets where research and technology are factors of primary importance, we have always to be on the cutting edge of progress in the development of production.  From this premise emerge Acs Dobfar's six key factors for success: High Quality Products, Innovative Production Processes, High Technology, Market Diversification, Customer Support, and Environment Respect."
MedPharm,http://www.medpharm.com,"As a global CDMO, MedPharm specializes in the development and manufacturing of topical and transdermal products. Our team of experts has a proven track record of delivering robust and innovative research that has earned recognition from regulators and investors alike. We offer end-to-end support for various topical delivery routes, including dermal, nasal/lung, ophthalmic, otic, vaginal/rectal, and ungual.  In addition to our product design and formulation development expertise, MedPharm also offers semi-solid and liquid GMP services, including ICH stability testing and clinical trial materials manufacturing.  With our unique, cost-effective performance testing models and our expertise in topical and transdermal product design, development, and manufacturing, MedPharm is the trusted partner for pharmaceutical companies around the globe. Contact us today to learn more about how we can help bring your product to life."
Ncardia,https://www.ncardia.com,"Ncardia is a drug discovery company and expert in human iPSC technology. We operate worldwide with facilities, offices and staff throughout Europe and North America. We work with biopharmaceutical companies in drug discovery worldwide, to leverage the power of stem cell technologies in the development of novel therapies of multiple modalities at any stage of development.  Over the past 10 years, we have built the expertise and infrastructure required to differentiate, manufacture and characterize high-quality iPSC-derived cell and disease models. We can facilitate the process of disease modeling and high-throughput screening to accelerate drug discovery. We listen to our customer’s project plans, questions and challenges, and co-develop human iPSC-based solutions that fit their specifications."
Charm Biotech,http://www.charmbiotech.com,"Charm Biotech is an unique provider for comprehensive products and services for nucleic acid sample collection, preservation and purifcation. Charm Biotech develops, manufactures and markets sample collection and preservation device and reagents, nucleic acid extraction kits and detection systems for use in molecular diagnostics, drug discovery, forensics research, clinical and life sciences markets. Charm Biotech provides unique solution and specializes in following areas for products and services: Sample Collection and Preservation; Nulceic Acid Sample Isolation, Purification and Enrichment; RNA and DNA Amplification and Detection; Molecular Diagnosis; and Molecular Evolution. Most of the technologies and products provided by Charm Biotech are unique in terms of its principle, procedure, sample quality, final yield and consistency. The uniqueness provides convenient and reliable alternative solutions to help you solve ongoing research problems which you can not get from other suppliers. If you have problems which can not be solved with regular products in your lab, Why not have a try with the unique alternatives provided by Charm Biotech?"
RSR,http://www.rsrltd.com/,"RSR is a major developer and producer of medical diagnostic kits with particular emphasis on autoimmune thyroid disease, type 1 diabetes mellitus, neuroimmunology and adrenal autoimmunity."
Sino Biological,http://www.sinobiological.com,"Sino Biological is an international biological reagent supplier and service provider. The company specializes in recombinant antigen production andantibody development. The company's ever-growing portfolio of products includes over 6000 recombinant proteins, 13,000 antibodies, ELISA assay kits, expression clones, cell culture media, and other molecular biology tools. The company also offers a variety of customized services, mainly focusing on recombinant production of antigens and antibodies. Sino Biological is dedicated to virology and infectious disease research. Its newly launched ProVirTMcollection is the world's largest viral antigen bank, carrying over 1000 viral products from 350 strains of viruses."
Spectrus LLC,http://www.spectruscorp.com,"At Spectrus, we are dedicated to accelerating the discoveries of life science companies through mass spectrometry. Our vision is that the expert services we offer as a contract research organization will catalyze scientific advancements that address the most pressing health and environmental challenges of our time. These advancements will pave the way for a brighter future and enhanced quality of life for all."
Cypath-rb,http://www.cypath.fr,"The CYPATH group is made up of 70 pathologists and nearly 400 employees. Initially founded in 1964, CYPATH is the result of successive groupings of different laboratories to currently reach 13 establishments in France. More than 400,000 pathological anatomy and cytology examinations are carried out per year, which makes our group one of the two leading French private-sector pathological anatomy and cytology practices."
Gramsch Laboratories,http://www.gramsch.de/,"Gramsch Laboratories provide custom manufacturing of monoclonal and polyclonal antisera, peptides and conjugates. We supply a range of poly- and monoclonal antisera against Somatostatin Receptors Type 1 - 5, G-Proteins, myu and delta Opioid-Receptors, Opioid Peptides, cyclic Nucleotides, Nociceptin and C-Myc."
GeneCorner,http://www.genecorner.ugent.be,The BCCM/GeneCorner Plasmid Collection accepts plasmids from and distributes plasmids to researchers worldwide. Funding by the Belgian Science Policy (Belspo) allowed BCCM/GeneCorner to evolve into a unique plasmid repository in Europe.
Stem Genomics,https://www.stemgenomics.com/,"Stem Genomics provides dedicated services to assess the genetic integrity of human stem cells. We help research scientists with specific assays and recommended workflows for the cell type they work with. Our flagship testing solution, iCS-digital™ PSC, has revolutionized in-process genomic stability testing in hPSCs thanks to its high precision, ease and speed. It is particularly interesting for regularly monitoring stem cell lines in culture as well as for screening large numbers of clones, e.g., CRISPR-edited clones or human iPSC clones after reprogramming. We can also perform the following tests for you: G-Banding karyotyping, NGS analysis, mycoplasma detection, aneuploidy detection, or design customized assays to meet your requirements."
iFyber,http://ifyber.com,"iFyber is a preclinical contract research organization that offers custom research and development services to companies that operate at the interface of chemistry, biology, and materials science. iFyber is unique - we provide clients direct access to top scientists that can creatively solve problems and propose application-specific models that best reflect the products real-world intended use.  Whether it is designing highly customized new technology efficacy testing or creatively solving any unexpected challenges that arise during validation testing and full-scale manufacturing, our value is in our ability to work quickly and collaboratively with our clients. In contrast to primarily offering standardized testing, we provide custom solutions to complex problems across numerous different areas of expertise."
Biotem,http://www.biotem-antibody.com/,"BIOTEM, a contract Research Organisation established in 1980 and adhering to ISO 9001:2008 quality standards, specializes in immunotechnology. Serving as a trusted partner to industrial and academic laboratories, BIOTEM offers expertise in R&D, diagnostics, and therapeutics. Leveraging exclusive technologies, the company tailors strategies to each project, guaranteeing results outlined in the contract. With a focus on optimal quality, strict confidentiality, and unparalleled traceability, BIOTEM ensures client satisfaction. Services include custom antibodies, making BIOTEM a leading European provider in this field."
ArrayXpress,http://www.arrayxpress.com/,"ArrayXpress combines cutting edge next generation genomics technologies and innovative statistical and bioinformatics analytical approaches to develop and conduct investigational studies for pharmaceutical, medical, academic and agricultural clients. We provide the tools and workflows that will insure client success and maximize the impact of their scientific studies.  At ArrayXpress, our strongest value for clients comes from the knowledge, skills and experience of our team. In addition to utilizing the latest proven technology, we understand that technology needs to be applied properly and in combination with the best data analysis techniques to derive value. More than a hot trend, we use cutting edge methodology to design and produce novel solutions using next generation genomics technologies. Coupled with superb bioinformatics and statistics, we deliver on big data with powerful insights to drive forward your legal or research & development hypotheses."
Australian Genome Research Facility (AGRF),http://www.agrf.org.au,"We believe in improving the quality of life through exceptional life sciences.  Our mission is to empower Australia to be recognised for world-class innovation and leading edge genomics.  By exchanging and collaborating in knowledge expertise, providing access to innovative and state-of-the-art genomic technologies we enable Australian researchers to advance leading edge genomics research internationally.  The Australian Genome Research Facility (AGRF) has laboratories in Brisbane, Melbourne, Adelaide, Sydney and Perth, each providing a gateway to a national network of state-of-the-art facilities, technology and expertise. From microbes to plants, animals and humans, AGRF provides a full range of services across the entire biological spectrum. We provide services to academia and industry with clients from bioscience, environmental science, biomedicine and agricultural biotechnology."
Laxai Life Sciences,http://laxai.com/,"Our goal is to produce fast and innovative solutions to global pharmaceutical and specialty chemical companies within the space of Contract Research, Development and Manufacturing. We combine Science, Innovation and People to help our Customers strengthen their competitive advantage, while providing high quality, quick and reliable services."
Macrogen Europe B.V.,https://www.macrogen-europe.com,"Macrogen Europe was founded in 2008 and provides fast and reliable Sanger sequencing, next generation sequencing (NGS) and bioinformatics services to scientists in Europe and Africa. Using the latest equipment from industry-leading providers such as Illumina, Thermo Fisher Scientific, and Pacific Biosciences, we help scientists accelerate their genomics discoveries.  Since its foundation, Macrogen Europe’s headquarters have been located on the grounds of the Amsterdam Medical Center in the Netherlands, where – in 2021 – it moved to a new, state-of-the-art laboratory. It also has sequencing facilities in Maastricht (NL), Milan (IT), Roissy-en-France (FR), and local representatives across the region."
Dermatest,http://www.dermatest.de/,"The independent dermatological test institute. Since 1978. With our Dermatest® seal, we provide your customers in the retail sector with confidence, ensure high economic relevance and confirm the quality of your products. We are your added value.  At Dermatest, we research and test cosmetic products, food supplements and consumer goods. So that they are safer to use, and their effectiveness is measurable and comparable."
Chemveda Life Sciences,http://www.chemvedals.com/,"Chemveda Life Sciences is a mid-sized, fast-growing solution provider to the pharmaceutical, biotechnology, academia, and agrochemical industries. As a contract research partner Chemveda, is boosting its value creation along and beyond the drug discovery & development continuum, with an emphasis on churning out cost and timeline efficiencies for its global clientele.  Chemveda harnesses its scientific and technological expertise to deliver full-suite Chemistry support from lab scale synthesis, to Process R&D, and large-scale custom development of drug substances, key intermediates, and starting materials across multiple chemistry classes. Lately, we have been investing in developing expertise in the most sought-after scientific platforms in order to answer the existing and evolving challenges in basic and applied research.  Founded in 2008 and headquartered in Hyderabad, Chemveda is over 600 employees strong with a technology-based division of teams. We have our US presence in San Diego and also a team of same-time zone project managers & consultants deployed across all the major biotech hubs of US, Europe, and Asia. People have always been at the forefront of our growth, we have empowered them with the latest infrastructure, systems & processes, as well as a desired equipment ratio that is on par with or better than the industry standard. To take it up a notch, our able in-house scientific team draws its strengths and gets mentored by one of the most coveted and actively involved advisory boards with names like Prof. K.C. Nicolaou Prof. Phil S Baran, and Prof. Jin Quan Yu on board.  As a collaborator, our offerings are built on a foundation of safeguarding the client's IP and a zero-conflict blend of investors. As we achieve the milestones of growth we wish to grow not only in terms of our scientific capabilities and human talent, but also by generating direct and indirect & qualitative as well as quantitative value for our clients, shareholders, and society."
CPGR (Centre for Proteomic and Genomic Research),http://www.cpgr.org.za/,"The CPGR is a non-profit company located in Cape Town, South Africa, based on an initiative by the (DST), and financially supported by the Technology Innovation Agency (TIA). CPGR combines state-of-the-art information-rich genomic and proteomic ('omics') technologies with bio-computational pipelines to render services and support projects in the life science and biomedical arena in (South) Africa, all run in an ISO 9001:2015 certified and ISO 17025 compliant quality management system.  Among others, the CPGR has recently launched an accelerator program to stimulate the creation of South African start-ups based on 'omics' technologies and set up Artisan Biomed to develop and implement Precision Medicine solutions in (South) Africa. The organization uses the open-source Baobab LIMS for sample and data tracking; and, it has recently implemented a DRAGEN platform to enhance the development and execution of high-speed/high-volume NGS data-sets. CPGR also hosts DIPLOMICS, a large infrastructure program initiated by the DST. In December 2017, CPGR entered into a partnership with the Sunflower Fund to enhance stem cell donor typing in Africa.   In support of Genomics capacity development in Africa, CPGR has launched an iScan system for high-end genotyping studies in early 2018. In April 2018, CPGR announced a new partnership to form a bespoke African biotech incubator, OneBio."
ChemWerth,http://www.chemwerth.com/,"Established in 1982, ChemWerth is a full service generic drug development and supply company providing high quality API's to regulated markets worldwide.  Through exclusive development and partnerships with API manufacturers, ChemWerth provides expertise in product selection and development, analytical and regulatory services, and strong project management to ensure the highest standards of quality.  We are committed to providing our customers with a distinct competitive advantage. Our team of technical, analytical, regulatory and marketing experts can enhance your business by: Advancing your product development; Ensuring the manufacturing facilities we represent maintain a high level of compliance with ever-evolving cGMPs; Collaborating with manufacturers in establishing appropriate protocols and methodologies to prepare a sound and complete DMF; Sourcing APIs from China, India, Germany and the US to provide our customers with the best value; and Advancing Paragraph IV filings through our exclusive API development and supply partnerships."
HD Biosciences,http://www.hdbiosciences.com,"HD Biosciences Co., Ltd.(HDB) is a biology-focused preclinical contract research organization (CRO). The company offers comprehensive service platforms in target validation, plate-based pharmacology, hit identification, lead discovery, SAR-focused MedChem, therapeutic antibody discovery, in vivo pharmacology, and DMPK/Tox. HDB currently collaborates with eight of the world's ten largest pharmaceutical companies and has established strategic partnership with impact to their portfolios. Our strong scientific expertise and high quality deliverables constantly meet or exceed clients’ expectations, which have helped the company build a great reputation in the industry as well as its widely recognized leadership in preclinical contract research services."
Bhat Bio-tech India,http://www.bhatbiotech.com,"Bhat Bio-tech India (P) Limited is specialized in the design development, manufacture and marketing of diagnostic products and Biotechnology based products. Diagnostic test devices are for various types of tests like, Pregnancy, HIV, Hepatitis, Malaria, Dengue, Chikungunya, Swine Flu (H1N1), Syphilis, TB, Cardiac Markers, Dry Chemistry, Bio-Chemistry, Haematology & Immunology and ELISA`S used in the analysis of body fluids in human. In Life Science related products we manufacture and market Genomics (DNA, RNA), Proteomics and Lab Instruments. Now, we would like to bring the molecular diagnostics to the point of care."
Genotypic Technology,http://www.genotypic.co.in,"Genotypic is well know for simplifying complex questions into answerable bits and solving them with ease. Genotypic is SAP enabled and ISO 9001:2015 Accredited Company. AGILENT Certified Genomics Service Provider with specilization in targeted resequencing, arrays designs and large genomics projects. Genotypic is a closely held company set up in 1998. Genotypic is a profit making company, equity funded by promoters and Angel Investors. We welcome new ideas, proposals for testing early stage technologies and challenging projects -big or small- all done with the motto of simplifying Genomics. Friendly work culture, challenging projects with a mix of academic and industry experience, interaction with a chance to work on cutting edge technologies and to develop.  Collaboration with leading scientists and business, opportunities to guide students, publish, present, all in one place.   Genotypic's Genomics Lab includes - Ion PGM, Ion Proton, SOLiD5500xl, Nextseq500 and MiSeq; Agilent microarray platform, qPCR machines, Sanger, Molecular Biology lab and Genome informatics Unit.   Genomics, NGS, Microarray, Agilent, SureSelect - Targeted resequencing, array design, Next Generation sequencing, solexa, solid, 454, helicos, Pacbio, sequence annotation, analysis, ion torrent, miseq, Nextseq500 (world's first NCBI SRA data from Nextseq500 is from Genotypic)."
Creative Bioarray,https://www.creative-bioarray.com,"Creative Bioarray uniquely pioneers the development of high quality tissue, antibody, protein and cell array technology to efficiently analyze the concurrent expression and function of proteins involved in inflammation, angiogenesis, apoptosis, cell growth, and signal transduction from a single biological sample.  Creative Bioarray is a well-recognized service provider propelled by integrity, expertise and the desire to contribute to simplify, improve, and accelerate research speed of the scientists by providing the highest standard quality research products and services. Since it founded, Creative Bioarray had recognized that an important obstacle to make development of basic bioscience and preclinical researches using human specimens is the lack of access to reference materials. Consequently, Creative Bioarray was determined to be the first commercial entity specialized in building up the largest tissue-sharing platform by integrating the detailed clinical information of all the tissue samples."
Elabscience Bionovation Inc.,http://www.elabscience.com/,"Elabscience specializes in immunodiagnostic technology for life science community. We have complete platform for R&D and manufacture. Our in house QC for every product keep your experiment results more consistent and precise.   Elabscience major products cover recombinant proteins, peptides, FCM antibodies, antibodies, ELISA kits, biochemical kits, labeling kits, chromatographic media, cell line, cell culture products, and many more.   The products can be used in various research areas, including immunology, cancer, cardiovascular, signaling transduction, cell biology, neuroscience, stem cells, microbiology, metabolism, etc.   Besides, Elabscience also offers custom services for researchers including protein service, polyclonal antibody service, peptide service and gene synthesis. We have professional scientists to implement your needs.  We are certified by ISO9001 and CE. We have also get awards from CiteAb. Through unremitting effort and development, our customers have spread in more than 100 countries all over the world."
Eurofins Discovery,https://www.eurofinsdiscovery.com,"Eurofins Discovery has supported Drug Discovery research for >40 years.  Our partners inspire us to innovate in the pursuit of life-changing cures. We provide our experience, depth, and breadth in the form of innovative testing services and product tools that support researchers as they accelerate the discovery and development of candidate molecules. Our global team of dedicated scientists, information analysts, and client support professionals make this mission possible. Our focus drives us to continually expand our portfolio of testing methods, tools, and services to enable real, lasting improvements in human health."
Eurofins Biomnis,https://www.eurofins-biomnis.com/en/,"Eurofins Biomnis, European leader in specialised medical pathology, emanates from a laboratory founded by Marcel Mérieux in 1897. Eurofins Biomnis is based on a concept of specialised biology that is entirely dedicated to excellence, innovation and technological investment.  With a menu of over 3,000 assays, Eurofins Biomnis laboratories has established its reputation for the development of new novel tests and the availability of routine and esoteric tests. As a partner of first-line medical laboratories, Biomnis provides its highly skilled expertise to all its stakeholders (both private and hospital-based laboratories) on a daily basis.  Day after day, the pathologists at Eurofins Biomnis can help both their fellow pathologists and prescribing physicians with the interpretation of results and contribute to improve prevention, earlier screening tests, more precise and rapid diagnoses, as well as a greater efficacy of therapeutic treatments."
Faubel,https://www.faubel.de/en/,"The Faubel Group, with roots in the print, paper, and film processing sector spanning over 165 years, is a global leader in product labeling. With sales of 49 million euros in 2021, 57% of which stemmed from exports, Faubel's expertise lies in serving the pharmaceutical, chemical, and creative industries. Employing 280 professionals across Faubel Pharma Services and Faubel Creative Solutions, the company operates in Europe, the USA, and Asia. Faubel's product portfolio encompasses booklet labels, single and multi-layer labels, and smart labels incorporating RFID and e-paper technology. Additionally, the company designs tailored packaging solutions for clinical trials, including cardboard boxes for blinding IMPs. Renowned as a trusted supplier to pharmaceutical and chemical sectors, Faubel Pharma Services specializes in producing multilingual labels that meet rigorous quality standards and comply with customer-specific and legal requirements, such as serialization, tamper evidence, and authentication. To drive digital transformation, Faubel offers smart labels with RFID and e-paper technology, enabling streamlined processes and enhanced traceability."
Eurofins Advinus Ltd,http://www.advinus.com,"Eurofins Advinus Private Limited is a premier contract research, development and manufacturing organization (CRDMO) serving diverse industries to help advance their R&D programs within defined timelines with highest level of quality. With 30+ years of GLP experience we have a proven track record of successfully delivering many integrated and stand-alone projects to meet our partner’s requirements.   We offer a complete suite of drug discovery and development services. Our drug discovery services include medicinal and synthetic chemistry, ADMET/DMPK and Discovery Biology across various therapeutic areas.   Our preclinical development services include process development, DMPK and safety assessment for developing full CMC & Pharmtox packages towards IND submissions. Our team has immense experience with NDA enabling studies. Data from our labs has been successfully submitted and approved by various regulatory authorities. We have a track record of 90+INDs, 65+ carcinogenicity studies, 25,000+regulatory studies. We offer biocompatibility testing services for medical devices.   We have in-house expertise for bioanalytical assay development and validation services in accordance with USFDA and EMA guidelines for Novel Chemical Entities (NCEs), Novel Biological Entities (NBEs) and Biosimilars.   We support drug substance requirements from multi kilogram to multi-ton scale for preclinical toxicology studies, clinical trials and commercial manufacturing. We manufacture RSMs, advanced-intermediates, APIs and NCEs. We provide seamless transition from candidate selection to commercialization. In the last 5 years we have completed 100+GMP campaigns.   For the Agrochemical sector, we offer product development services to support global regulatory submissions. We have successfully executed studies following all international guidelines. We offers a wide range of field and lab trials to the manufacturers of Agricultural inputs, like pesticides, biopesticides, and fertilizer."
